data_entrada_brasil;data_cadastro;dif_dtcad_dtingr_meses;sexo;fx_etaria;pais_origem;distrito_moradia;condicoes_moradia;cidade_ingresso;cor_raca;escolaridade;situacao_migratoria;fonte_renda;sabendo_crai;demanda_1
26/03/2015;17/09/2019;53;Masculino;30 a 39 anos;Senegal;Bela Vista;Aluguel ou pensão;Rio Branco;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
22/06/2015;01/10/2019;51;Masculino;18 a 29 anos;Senegal;Outro Município ou Recém-chegado;Aluguel ou pensão;Rio Branco;Preta;Ensino fundamental incompleto;Visto permanente;Trabalhador autônomo;Outros;Demandas diversas
11/04/2017;03/10/2019;29;Masculino;18 a 29 anos;Senegal;República;Aluguel ou pensão;Rio Branco;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
26/05/2014;03/10/2019;64;Masculino;18 a 29 anos;Senegal;Bela Vista;Aluguel ou pensão;Rio Branco;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
11/02/2019;15/10/2019;8;Masculino;50 a 59 anos;Senegal;República;Aluguel ou pensão;Guarulhos;Preta;Não frequentou escola;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
06/09/2018;17/10/2019;13;Masculino;18 a 29 anos;Senegal;República;Aluguel ou pensão;Recife;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
19/08/2016;17/10/2019;37;Masculino;30 a 39 anos;Senegal;Belém;Aluguel ou pensão;Guarulhos;Preta;Não frequentou escola;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
13/05/2015;17/10/2019;53;Masculino;18 a 29 anos;Senegal;Brás;Aluguel ou pensão;Rio Branco;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
13/11/2014;17/10/2019;59;Masculino;30 a 39 anos;Senegal;Brás;Aluguel ou pensão;Fortaleza;Preta;Não frequentou escola;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
17/10/2019;21/10/2019;0;Masculino;18 a 29 anos;Senegal;República;Casa de parente ou amigo;Rio Branco;Preta;Outros;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
25/05/2012;21/10/2019;88;Masculino;30 a 39 anos;Senegal;Bela Vista;Aluguel ou pensão;Fortaleza;Não respondeu;Ensino médio incompleto;Visto permanente;Trabalhador CLT;Instituições ou organizações;Documentos
03/08/2015;22/10/2019;50;Masculino;30 a 39 anos;Senegal;Outro Município ou Recém-chegado;Aluguel ou pensão;Rio Branco;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
25/05/2012;22/10/2019;88;Masculino;30 a 39 anos;Senegal;Bela Vista;Aluguel ou pensão;Fortaleza;Não respondeu;Ensino médio incompleto;Visto permanente;Trabalhador CLT;Instituições ou organizações;Documentos
Não informado;12/01/2015;Não informado;Masculino;40 a 49 anos;Serra Leoa;Não informado;Outros;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Não informado
Não informado;10/03/2015;Não informado;Masculino;30 a 39 anos;Serra Leoa;Não informado;Centro de Acolhida;Não informado;Preta;Ensino superior completo;Solicitante de refúgio;Não informado;Não informado;Não informado
19/08/2014;17/06/2015;9;Masculino;30 a 39 anos;Serra Leoa;Vila Mariana;Aluguel ou pensão;Não informado;Preta;Pós-graduação;Refugiado;Não informado;Não informado;Reinserção no mercado de trabalho
12/12/2014;17/06/2015;6;Masculino;18 a 29 anos;Serra Leoa;Vila Formosa;Aluguel ou pensão;Não informado;Preta;Ensino superior completo;Refugiado;Não informado;Não informado;Reinserção no mercado de trabalho
14/11/2014;06/08/2015;8;Masculino;30 a 39 anos;Serra Leoa;Aricanduva;Aluguel ou pensão;Não informado;Preta;Ensino superior completo;Visto permanente;Não informado;Não informado;Documentos
30/12/2014;01/09/2015;8;Masculino;18 a 29 anos;Serra Leoa;Sé;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Demandas diversas
14/10/2015;14/10/2015;0;Masculino;30 a 39 anos;Serra Leoa;República;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Vaga em Centro de Acolhida
14/10/2015;14/10/2015;0;Masculino;30 a 39 anos;Serra Leoa;República;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Vaga em Centro de Acolhida
21/08/2015;14/10/2015;1;Masculino;30 a 39 anos;Serra Leoa;República;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Vaga em Centro de Acolhida
21/08/2015;14/10/2015;1;Masculino;30 a 39 anos;Serra Leoa;República;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Vaga em Centro de Acolhida
16/08/2015;16/11/2015;3;Masculino;30 a 39 anos;Serra Leoa;Cachoeirinha;Aluguel ou pensão;Não informado;Preta;Ensino superior incompleto;Solicitante de refúgio;Não informado;Não informado;Serviços de assistência social
18/09/2015;15/12/2015;2;Masculino;30 a 39 anos;Serra Leoa;Liberdade;Centro de Acolhida;Não informado;Preta;Ensino superior completo;Solicitante de refúgio;Não informado;Não informado;Vaga em Centro de Acolhida
06/02/2016;22/02/2016;0;Masculino;30 a 39 anos;Serra Leoa;Bela Vista;Sem moradia;Não informado;Preta;Ensino médio completo;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
26/03/2016;28/03/2016;0;Masculino;30 a 39 anos;Serra Leoa;República;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Indocumentado/ Irregular;Não informado;Não informado;Regularização migratória
15/02/2016;31/03/2016;1;Masculino;18 a 29 anos;Serra Leoa;Casa Verde;Aluguel ou pensão;Não informado;Preta;Ensino superior completo;Solicitante de refúgio;Não informado;Não informado;Não informado
05/02/2016;31/03/2016;1;Masculino;30 a 39 anos;Serra Leoa;Casa Verde;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Não informado
04/11/2014;31/03/2016;16;Feminino;30 a 39 anos;Serra Leoa;Casa Verde;Aluguel ou pensão;Não informado;Preta;Ensino médio incompleto;Visto permanente;Não informado;Não informado;Não informado
03/10/2014;31/03/2016;17;Masculino;40 a 49 anos;Serra Leoa;Casa Verde;Centro de Acolhida;Não informado;Preta;Ensino médio completo;Visto permanente;Não informado;Não informado;Não informado
27/07/2003;31/03/2016;152;Masculino;30 a 39 anos;Serra Leoa;Vila Maria;Aluguel ou pensão;Não informado;Preta;Ensino superior completo;Visto permanente;Não informado;Não informado;Serviços de assistência social
22/03/2016;31/03/2016;0;Masculino;30 a 39 anos;Serra Leoa;Anhanguera;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Serviços de assistência social
10/02/2016;31/03/2016;1;Masculino;30 a 39 anos;Serra Leoa;São Domingos;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Serviços de assistência social
15/03/2014;31/03/2016;24;Masculino;30 a 39 anos;Serra Leoa;Barra Funda;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Serviços de assistência social
04/11/2014;06/04/2016;17;Feminino;18 a 29 anos;Serra Leoa;Cachoeirinha;Aluguel ou pensão;Não informado;Preta;Ensino médio incompleto;Refugiado;Não informado;Não informado;Não informado
11/12/2013;27/04/2016;28;Feminino;30 a 39 anos;Serra Leoa;Cachoeirinha;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Não informado
20/05/2016;18/07/2016;1;Masculino;30 a 39 anos;Serra Leoa;Moóca;Centro de Acolhida;Não informado;Preta;Ensino médio incompleto;Refugiado;Não informado;Não informado;Demandas diversas
20/08/2016;22/08/2016;0;Masculino;30 a 39 anos;Serra Leoa;Jaçanã;Aluguel ou pensão;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Regularização migratória
28/06/2016;26/08/2016;1;Masculino;30 a 39 anos;Serra Leoa;Liberdade;Centro de Acolhida;Não informado;Preta;Ensino superior incompleto;Solicitante de refúgio;Não informado;Não informado;Vaga em Centro de Acolhida
10/09/2016;13/10/2016;1;Masculino;30 a 39 anos;Serra Leoa;Outro Município;Em situação de rua;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Vaga em Centro de Acolhida
10/09/2016;13/10/2016;1;Masculino;30 a 39 anos;Serra Leoa;Outro Município;Em situação de rua;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Vaga em Centro de Acolhida
25/06/2016;13/10/2016;3;Masculino;30 a 39 anos;Serra Leoa;Outro Município;Em situação de rua;Não informado;Preta;Ensino médio completo;Solicitante de refúgio;Não informado;Não informado;Vaga em Centro de Acolhida
13/09/2016;23/11/2016;2;Masculino;30 a 39 anos;Serra Leoa;Moóca;Centro de Acolhida;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Demandas diversas
22/11/2016;29/11/2016;0;Masculino;18 a 29 anos;Serra Leoa;Outro Município;Em situação de rua;Guarulhos;Preta;Não frequentou escola;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
22/11/2016;29/11/2016;0;Masculino;18 a 29 anos;Serra Leoa;Outro Município;Em situação de rua;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
24/11/2016;29/11/2016;0;Masculino;18 a 29 anos;Serra Leoa;Outro Município;Em situação de rua;Guarulhos;Preta;Não frequentou escola;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
17/11/2016;23/12/2016;1;Masculino;18 a 29 anos;Serra Leoa;Bela Vista;Em situação de rua;São Paulo;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
25/09/2016;28/12/2016;3;Masculino;30 a 39 anos;Serra Leoa;Liberdade;Centro de Acolhida;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
24/11/2016;04/01/2017;1;Masculino;30 a 39 anos;Serra Leoa;Vila Maria;Casa de parente ou amigo;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Desempregado;Serviço público;Vaga em Centro de Acolhida
06/12/2016;30/01/2017;1;Masculino;30 a 39 anos;Serra Leoa;Bela Vista;Em situação de rua;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
20/11/2016;01/02/2017;2;Masculino;30 a 39 anos;Serra Leoa;Bela Vista;Em situação de rua;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Demandas diversas
04/11/2016;01/02/2017;2;Masculino;18 a 29 anos;Serra Leoa;República;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
08/02/2017;13/02/2017;0;Masculino;18 a 29 anos;Serra Leoa;Vila Sônia;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Visto de turismo;Desempregado;Amigos ou parentes;Regularização migratória
10/02/2017;20/03/2017;1;Masculino;18 a 29 anos;Serra Leoa;Santana;Hotel;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
08/09/2016;28/03/2017;6;Masculino;18 a 29 anos;Serra Leoa;Pari;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Outros;Vaga em Centro de Acolhida
06/11/2016;28/03/2017;4;Masculino;18 a 29 anos;Serra Leoa;Pari;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Outros;Vaga em Centro de Acolhida
06/07/2016;29/03/2017;8;Masculino;30 a 39 anos;Serra Leoa;Outro Município;Casa de parente ou amigo;Guarulhos;Preta;Ensino superior incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Vaga em Centro de Acolhida
22/09/2016;30/03/2017;6;Masculino;18 a 29 anos;Serra Leoa;Cachoeirinha;Centro de Acolhida;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
20/02/2016;19/04/2017;13;Feminino;18 a 29 anos;Serra Leoa;Bela Vista;Centro de Acolhida;Guarulhos;Preta;Ensino médio completo;Indocumentado/ Irregular;Desempregado;Serviço público;Regularização migratória
15/04/2017;09/05/2017;0;Masculino;18 a 29 anos;Serra Leoa;Bela Vista;Hotel;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
24/04/2017;29/05/2017;1;Masculino;18 a 29 anos;Serra Leoa;Vila Sônia;Casa de parente ou amigo;Tabatinga;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
15/04/2017;02/06/2017;1;Masculino;40 a 49 anos;Serra Leoa;Liberdade;Centro de Acolhida;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Documentos
25/03/2017;02/06/2017;2;Feminino;18 a 29 anos;Serra Leoa;Outro Município;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Documentos
06/05/2017;12/06/2017;1;Masculino;30 a 39 anos;Serra Leoa;Outro Município;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
14/08/2015;05/07/2017;22;Masculino;30 a 39 anos;Serra Leoa;Santa Cecília;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
11/12/2016;10/07/2017;6;Masculino;30 a 39 anos;Serra Leoa;República;Igreja ou Instituição religiosa;Guarulhos;Preta;Não frequentou escola;Solicitante de refúgio;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
13/03/2014;16/08/2017;41;Feminino;30 a 39 anos;Serra Leoa;Santa Cecília;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
17/05/2017;17/08/2017;3;Masculino;30 a 39 anos;Serra Leoa;Liberdade;Centro de Acolhida;Guarulhos;Preta;Ensino superior incompleto;Solicitante de refúgio;Desempregado;Instituições ou organizações;Vaga em Centro de Acolhida
15/09/2017;18/09/2017;0;Masculino;18 a 29 anos;Serra Leoa;Outro Município;Em situação de rua;Guarulhos;Preta;Ensino médio completo;Visto de turismo;Desempregado;Serviço público;Vaga em Centro de Acolhida
10/09/2017;16/10/2017;1;Masculino;18 a 29 anos;Serra Leoa;República;Em situação de rua;Guarulhos;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Desempregado;Serviço público;Vaga em Centro de Acolhida
27/04/2016;16/10/2017;17;Masculino;30 a 39 anos;Serra Leoa;Cachoeirinha;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Visto permanente;Trabalhador autônomo;Instituições ou organizações;Demandas diversas
02/01/2014;21/11/2017;46;Masculino;30 a 39 anos;Serra Leoa;Brasilândia;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
23/05/2016;21/11/2017;17;Masculino;30 a 39 anos;Serra Leoa;Outro Município;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
20/06/2014;22/11/2017;41;Masculino;40 a 49 anos;Serra Leoa;República;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
05/06/2015;24/01/2018;31;Masculino;30 a 39 anos;Serra Leoa;Artur Alvim;Aluguel ou pensão;Guarulhos;Não respondeu;Ensino superior completo;Solicitante de refúgio;Trabalhador autônomo;Serviço público;Regularização migratória
11/05/2003;05/02/2018;176;Masculino;40 a 49 anos;Serra Leoa;Outro Município;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Visto permanente;Trabalhador CLT;Instituições ou organizações;Regularização migratória
29/12/2017;15/02/2018;1;Masculino;18 a 29 anos;Serra Leoa;Sé;Em situação de rua;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Serviço público;Vaga em Centro de Acolhida
02/10/2016;26/02/2018;16;Masculino;30 a 39 anos;Serra Leoa;Brás;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
28/11/2013;05/03/2018;51;Feminino;18 a 29 anos;Serra Leoa;Penha;Aluguel ou pensão;Fortaleza;Preta;Não frequentou escola;Solicitante de refúgio;Trabalhador informal ou ambulante;Instituições ou organizações;Regularização migratória
03/09/2016;04/04/2018;19;Masculino;18 a 29 anos;Serra Leoa;Brás;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
